date_local,tweets_total,retweets_total,tweet_ratio,avg_tweets_per_hour,active_hours_count,mean_intertweet_gap,std_intertweet_gap,min_gap,max_gap,burst_count,max_burst_length,burstiness,avg_tweet_length,morning_tweets,afternoon_tweets,evening_tweets,night_tweets,tweet_entropy,time_of_first_tweet_sin,time_of_first_tweet_cos,time_of_last_tweet_sin,time_of_last_tweet_cos,7d_avg_tweets,7d_var_tweets
2024-10-28,62.0,24.0,0.6129032258064516,2.5833333333333335,13.0,20.105191256830597,53.887424865742595,0.06666666666666667,361.81666666666666,19.0,8.0,0.4565622271410123,95.88709677419355,7.0,20.0,32.0,3.0,2.3261739477371197,0.7905559898369584,0.6123897671686774,-0.02021535337955869,0.9997956488641764,51.714285714285715,443.34693877551024
2024-10-29,75.0,32.0,0.5733333333333334,3.125,14.0,17.180855855855853,36.97093926949533,0.25,186.76666666666668,24.0,17.0,0.3654557225264494,92.2,30.0,12.0,10.0,23.0,2.4502870207760816,0.1932355317184333,0.9811523986015089,-0.5152250675470439,0.8570549164266803,56.714285714285715,476.2040816326534
2024-10-30,66.0,23.0,0.6515151515151515,2.75,11.0,19.852307692307694,56.74575814388358,0.31666666666666665,379.35,15.0,21.0,0.4816498961014805,93.18181818181819,2.0,36.0,12.0,16.0,1.96175985366449,0.0439099968633363,0.999035490948876,-0.5719072767325402,0.8203182716606828,59.42857142857143,467.6734693877556
2024-10-31,52.0,23.0,0.5576923076923077,2.1666666666666665,10.0,22.296078431372553,51.91439593521692,0.26666666666666666,254.88333333333333,16.0,16.0,0.39911235922753946,87.3076923076923,39.0,6.0,4.0,3.0,1.924056346275636,0.3032015912885681,0.9529264373707343,-0.8487410320994789,0.528808718187126,62.142857142857146,368.40816326530677
2024-11-01,72.0,16.0,0.7777777777777778,3.0,10.0,18.980281690140846,68.8900406586836,0.13333333333333333,498.2,15.0,17.0,0.5679933524132619,70.33333333333333,21.0,18.0,19.0,14.0,2.17628424998162,0.15729632604135463,0.9875514497047189,-0.2427685461322495,0.9700842401610459,66.57142857142857,298.8163265306131
2024-11-02,57.0,6.0,0.8947368421052632,2.375,11.0,22.508035714285715,72.16017030525117,0.4166666666666667,506.25,14.0,14.0,0.5244858509383672,92.66666666666667,4.0,36.0,6.0,11.0,2.0987107958616305,0.5800515243189877,0.814579786844247,-0.16389989898690116,0.9864769754596828,69.0,205.14285714285805
2024-11-03,68.0,16.0,0.7647058823529411,2.8333333333333335,12.0,21.857462686567164,63.91896969804986,0.16666666666666666,408.3333333333333,19.0,8.0,0.4903620475013591,84.6029411764706,26.0,15.0,8.0,19.0,2.1368488938923123,0.1506857122494831,0.9885817194971117,-0.0038542592220518375,0.9999925723153393,64.57142857142857,57.102040816327325
2024-11-04,77.0,17.0,0.7792207792207793,3.2083333333333335,17.0,18.67456140350877,46.9829805779595,0.16666666666666666,332.78333333333336,25.0,10.0,0.4311525884176526,72.62337662337663,18.0,12.0,26.0,21.0,2.6031429262004795,0.04020445589330317,0.9991914740060203,-0.050229792134244555,0.9987376872743666,66.71428571428571,73.63265306122534
2024-11-05,66.0,25.0,0.6212121212121212,2.75,18.0,21.694358974358977,39.725028739445484,0.1,251.41666666666666,30.0,8.0,0.293566419924339,82.8030303030303,13.0,19.0,16.0,18.0,2.73794186584182,0.10503471541431582,0.9944685558416785,-0.025086475967971672,0.9996852848389379,65.42857142857143,62.24489795918451
2024-11-06,25.0,4.0,0.84,1.0416666666666667,12.0,59.741666666666674,110.05634436589827,1.1666666666666667,525.5833333333334,17.0,4.0,0.296320771917534,93.56,2.0,5.0,11.0,7.0,2.331647433751471,0.005454126871013843,0.9999851261394216,-0.02159677027827408,0.9997667625569213,59.57142857142857,261.38775510204175
